node,t,T,H,x,y
4,43,16.73,47.74,19.103957061031494,22.114800000000315
4,44,16.26,48.62,19.103957061031494,22.114800000000315
4,45,16.0,46.88,19.103957061031494,22.114800000000315
4,46,16.47,40.15,19.103957061031494,22.114800000000315
4,47,17.03,39.32,19.103957061031494,22.114800000000315
4,48,17.29,45.65,19.103957061031494,22.114800000000315
4,49,19.37,43.03,19.103957061031494,22.114800000000315
4,50,17.45,54.27,19.103957061031494,22.114800000000315
4,51,15.75,49.43,19.103957061031494,22.114800000000315
4,52,14.95,44.59,19.103957061031494,22.114800000000315
4,53,14.4,40.19,19.103957061031494,22.114800000000315
4,54,14.7,36.89,19.103957061031494,22.114800000000315
4,55,14.27,41.54,19.103957061031494,22.114800000000315
4,56,14.29,40.94,19.103957061031494,22.114800000000315
4,57,14.3,50.33,19.103957061031494,22.114800000000315
4,58,15.96,49.27,19.103957061031494,22.114800000000315
4,59,17.15,49.46,19.103957061031494,22.114800000000315
4,60,18.82,53.55,19.103957061031494,22.114800000000315
4,61,18.26,69.7,19.103957061031494,22.114800000000315
4,62,14.1,64.82,19.103957061031494,22.114800000000315
4,63,12.38,48.2,19.103957061031494,22.114800000000315
4,64,13.25,47.76,19.103957061031494,22.114800000000315
4,65,14.56,46.38,19.103957061031494,22.114800000000315
4,66,16.37,47.26,19.103957061031494,22.114800000000315
4,67,16.71,46.69,19.103957061031494,22.114800000000315
4,68,17.86,46.46,19.103957061031494,22.114800000000315
4,69,19.47,42.01,19.103957061031494,22.114800000000315
4,70,20.69,40.39,19.103957061031494,22.114800000000315
4,71,21.14,42.32,19.103957061031494,22.114800000000315
4,72,19.45,47.41,19.103957061031494,22.114800000000315
4,73,19.46,50.08,19.103957061031494,22.114800000000315
4,74,19.81,45.82,19.103957061031494,22.114800000000315
4,75,20.47,36.42,19.103957061031494,22.114800000000315
4,76,21.41,37.24,19.103957061031494,22.114800000000315
4,77,22.4,38.16,19.103957061031494,22.114800000000315
4,78,22.68,40.4,19.103957061031494,22.114800000000315
4,79,23.72,38.56,19.103957061031494,22.114800000000315
4,80,23.3,39.15,19.103957061031494,22.114800000000315
4,81,23.68,45.03,19.103957061031494,22.114800000000315
4,82,24.56,42.16,19.103957061031494,22.114800000000315
4,83,23.53,38.48,19.103957061031494,22.114800000000315
4,84,23.69,39.62,19.103957061031494,22.114800000000315
4,85,25.78,39.12,19.103957061031494,22.114800000000315
4,86,25.86,41.47,19.103957061031494,22.114800000000315
4,87,26.37,48.28,19.103957061031494,22.114800000000315
4,88,27.47,50.42,19.103957061031494,22.114800000000315
4,89,26.19,54.52,19.103957061031494,22.114800000000315
4,90,25.7,42.06,19.103957061031494,22.114800000000315
4,91,22.85,45.83,19.103957061031494,22.114800000000315
4,92,23.9,39.76,19.103957061031494,22.114800000000315
4,93,26.82,34.12,19.103957061031494,22.114800000000315
4,94,25.91,33.38,19.103957061031494,22.114800000000315
4,95,25.48,34.41,19.103957061031494,22.114800000000315
4,96,24.86,32.67,19.103957061031494,22.114800000000315
4,97,25.75,30.62,19.103957061031494,22.114800000000315
4,98,26.43,29.37,19.103957061031494,22.114800000000315
4,99,26.94,28.28,19.103957061031494,22.114800000000315
4,100,27.38,29.3,19.103957061031494,22.114800000000315
4,101,28.1,31.42,19.103957061031494,22.114800000000315
4,102,28.62,31.12,19.103957061031494,22.114800000000315
4,103,29.1,34.89,19.103957061031494,22.114800000000315
4,104,25.06,52.77,19.103957061031494,22.114800000000315
4,105,27.73,46.43,19.103957061031494,22.114800000000315
4,106,27.7,43.57,19.103957061031494,22.114800000000315
4,107,25.98,40.25,19.103957061031494,22.114800000000315
4,108,28.55,33.03,19.103957061031494,22.114800000000315
4,109,29.1,34.65,19.103957061031494,22.114800000000315
4,110,27.0,42.64,19.103957061031494,22.114800000000315
4,111,28.24,39.07,19.103957061031494,22.114800000000315
4,112,28.38,34.81,19.103957061031494,22.114800000000315
4,113,28.62,33.44,19.103957061031494,22.114800000000315
4,114,28.09,34.95,19.103957061031494,22.114800000000315
4,115,29.74,32.99,19.103957061031494,22.114800000000315
4,116,31.12,28.93,19.103957061031494,22.114800000000315
4,117,29.35,38.05,19.103957061031494,22.114800000000315
4,118,28.67,37.74,19.103957061031494,22.114800000000315
4,119,25.18,49.2,19.103957061031494,22.114800000000315
4,120,26.58,38.02,19.103957061031494,22.114800000000315
4,121,23.93,38.43,19.103957061031494,22.114800000000315
5,0,11.82,65.78,23.879946326289026,27.6435
5,1,11.26,64.19,23.879946326289026,27.6435
5,2,13.13,51.39,23.879946326289026,27.6435
5,3,12.45,50.52,23.879946326289026,27.6435
5,4,12.36,52.52,23.879946326289026,27.6435
5,5,11.33,56.08,23.879946326289026,27.6435
5,6,11.75,56.02,23.879946326289026,27.6435
5,7,12.68,51.13,23.879946326289026,27.6435
5,8,12.07,56.51,23.879946326289026,27.6435
5,9,10.35,62.5,23.879946326289026,27.6435
5,10,10.05,59.46,23.879946326289026,27.6435
5,11,10.84,56.28,23.879946326289026,27.6435
5,12,12.71,49.98,23.879946326289026,27.6435
5,13,10.86,51.55,23.879946326289026,27.6435
5,14,11.36,48.53,23.879946326289026,27.6435
5,15,12.98,44.96,23.879946326289026,27.6435
5,16,12.66,51.74,23.879946326289026,27.6435
5,17,12.31,57.8,23.879946326289026,27.6435
5,18,13.06,54.36,23.879946326289026,27.6435
5,19,11.44,57.73,23.879946326289026,27.6435
5,20,10.39,59.56,23.879946326289026,27.6435
5,21,11.16,51.74,23.879946326289026,27.6435
5,22,11.4,49.62,23.879946326289026,27.6435
5,23,10.89,53.81,23.879946326289026,27.6435
5,24,11.3,54.22,23.879946326289026,27.6435
5,25,13.49,49.99,23.879946326289026,27.6435
5,26,14.57,52.96,23.879946326289026,27.6435
5,27,16.04,48.21,23.879946326289026,27.6435
5,28,14.67,51.11,23.879946326289026,27.6435
5,29,14.92,51.08,23.879946326289026,27.6435
5,30,14.84,59.66,23.879946326289026,27.6435
5,31,12.94,80.51,23.879946326289026,27.6435
5,32,12.08,62.29,23.879946326289026,27.6435
5,33,12.89,50.79,23.879946326289026,27.6435
5,34,14.06,72.73,23.879946326289026,27.6435
5,35,12.2,70.28,23.879946326289026,27.6435
5,36,10.73,57.86,23.879946326289026,27.6435
5,37,11.47,50.7,23.879946326289026,27.6435
5,38,11.01,50.8,23.879946326289026,27.6435
5,39,13.28,42.71,23.879946326289026,27.6435
5,40,14.85,42.0,23.879946326289026,27.6435
5,41,14.97,46.09,23.879946326289026,27.6435
5,42,16.14,46.38,23.879946326289026,27.6435
5,43,16.73,47.74,23.879946326289026,27.6435
5,44,16.26,48.62,23.879946326289026,27.6435
5,45,16.0,46.88,23.879946326289026,27.6435
5,46,16.47,40.15,23.879946326289026,27.6435
5,47,17.03,39.32,23.879946326289026,27.6435
5,48,17.29,45.65,23.879946326289026,27.6435
5,49,19.37,43.03,23.879946326289026,27.6435
5,50,17.45,54.27,23.879946326289026,27.6435
5,51,15.75,49.43,23.879946326289026,27.6435
5,52,14.95,44.59,23.879946326289026,27.6435
5,53,14.4,40.19,23.879946326289026,27.6435
5,54,14.7,36.89,23.879946326289026,27.6435
5,55,14.27,41.54,23.879946326289026,27.6435
5,56,14.29,40.94,23.879946326289026,27.6435
5,57,14.3,50.33,23.879946326289026,27.6435
5,58,15.96,49.27,23.879946326289026,27.6435
5,59,17.15,49.46,23.879946326289026,27.6435
5,60,18.82,53.55,23.879946326289026,27.6435
5,61,18.26,69.7,23.879946326289026,27.6435
5,62,14.1,64.82,23.879946326289026,27.6435
5,63,12.38,48.2,23.879946326289026,27.6435
5,64,13.25,47.76,23.879946326289026,27.6435
5,65,14.56,46.38,23.879946326289026,27.6435
5,66,16.37,47.26,23.879946326289026,27.6435
5,67,16.71,46.69,23.879946326289026,27.6435
5,68,17.86,46.46,23.879946326289026,27.6435
5,69,19.47,42.01,23.879946326289026,27.6435
5,70,20.69,40.39,23.879946326289026,27.6435
5,71,21.14,42.32,23.879946326289026,27.6435
5,72,19.45,47.41,23.879946326289026,27.6435
5,73,19.46,50.08,23.879946326289026,27.6435
5,74,19.81,45.82,23.879946326289026,27.6435
5,75,20.47,36.42,23.879946326289026,27.6435
5,76,21.41,37.24,23.879946326289026,27.6435
5,77,22.4,38.16,23.879946326289026,27.6435
5,78,22.68,40.4,23.879946326289026,27.6435
5,79,23.72,38.56,23.879946326289026,27.6435
5,80,23.3,39.15,23.879946326289026,27.6435
5,81,23.68,45.03,23.879946326289026,27.6435
5,82,24.56,42.16,23.879946326289026,27.6435
5,83,23.53,38.48,23.879946326289026,27.6435
5,84,23.69,39.62,23.879946326289026,27.6435
5,85,25.78,39.12,23.879946326289026,27.6435
5,86,25.86,41.47,23.879946326289026,27.6435
5,87,26.37,48.28,23.879946326289026,27.6435
5,88,27.47,50.42,23.879946326289026,27.6435
5,89,26.19,54.52,23.879946326289026,27.6435
5,90,25.7,42.06,23.879946326289026,27.6435
5,91,22.85,45.83,23.879946326289026,27.6435
5,92,23.9,39.76,23.879946326289026,27.6435
5,93,26.82,34.12,23.879946326289026,27.6435
5,94,25.91,33.38,23.879946326289026,27.6435
5,95,25.48,34.41,23.879946326289026,27.6435
5,96,24.86,32.67,23.879946326289026,27.6435
5,97,25.75,30.62,23.879946326289026,27.6435
5,98,26.43,29.37,23.879946326289026,27.6435
5,99,26.94,28.28,23.879946326289026,27.6435
5,100,27.38,29.3,23.879946326289026,27.6435
5,101,28.1,31.42,23.879946326289026,27.6435
5,102,28.62,31.12,23.879946326289026,27.6435
5,103,29.1,34.89,23.879946326289026,27.6435
5,104,25.06,52.77,23.879946326289026,27.6435
5,105,27.73,46.43,23.879946326289026,27.6435
5,106,27.7,43.57,23.879946326289026,27.6435
5,107,25.98,40.25,23.879946326289026,27.6435
5,108,28.55,33.03,23.879946326289026,27.6435
5,109,29.1,34.65,23.879946326289026,27.6435
5,110,27.0,42.64,23.879946326289026,27.6435
5,111,28.24,39.07,23.879946326289026,27.6435
5,112,28.38,34.81,23.879946326289026,27.6435
5,113,28.62,33.44,23.879946326289026,27.6435
5,114,28.09,34.95,23.879946326289026,27.6435
5,115,29.74,32.99,23.879946326289026,27.6435
5,116,31.12,28.93,23.879946326289026,27.6435
5,117,29.35,38.05,23.879946326289026,27.6435
5,118,28.67,37.74,23.879946326289026,27.6435
5,119,25.18,49.2,23.879946326289026,27.6435
5,120,26.58,38.02,23.879946326289026,27.6435
5,121,23.93,38.43,23.879946326289026,27.6435
6,0,11.82,65.78,28.65593559154792,33.172200000000075
6,1,11.26,64.19,28.65593559154792,33.172200000000075
6,2,13.13,51.39,28.65593559154792,33.172200000000075
6,3,12.45,50.52,28.65593559154792,33.172200000000075
6,4,12.36,52.52,28.65593559154792,33.172200000000075
6,5,11.33,56.08,28.65593559154792,33.172200000000075
6,6,11.75,56.02,28.65593559154792,33.172200000000075
6,7,12.68,51.13,28.65593559154792,33.172200000000075
6,8,12.07,56.51,28.65593559154792,33.172200000000075
6,9,10.35,62.5,28.65593559154792,33.172200000000075
6,10,10.05,59.46,28.65593559154792,33.172200000000075
6,11,10.84,56.28,28.65593559154792,33.172200000000075
6,12,12.71,49.98,28.65593559154792,33.172200000000075
6,13,10.86,51.55,28.65593559154792,33.172200000000075
6,14,11.36,48.53,28.65593559154792,33.172200000000075
6,15,12.98,44.96,28.65593559154792,33.172200000000075
6,16,12.66,51.74,28.65593559154792,33.172200000000075
6,17,12.31,57.8,28.65593559154792,33.172200000000075
6,18,13.06,54.36,28.65593559154792,33.172200000000075
6,19,11.44,57.73,28.65593559154792,33.172200000000075
6,20,10.39,59.56,28.65593559154792,33.172200000000075
6,21,11.16,51.74,28.65593559154792,33.172200000000075
6,22,11.4,49.62,28.65593559154792,33.172200000000075
6,23,10.89,53.81,28.65593559154792,33.172200000000075
6,24,11.3,54.22,28.65593559154792,33.172200000000075
6,25,13.49,49.99,28.65593559154792,33.172200000000075
6,26,14.57,52.96,28.65593559154792,33.172200000000075
6,27,16.04,48.21,28.65593559154792,33.172200000000075
6,28,14.67,51.11,28.65593559154792,33.172200000000075
6,29,14.92,51.08,28.65593559154792,33.172200000000075
6,30,14.84,59.66,28.65593559154792,33.172200000000075
6,31,12.94,80.51,28.65593559154792,33.172200000000075
6,32,12.08,62.29,28.65593559154792,33.172200000000075
6,33,12.89,50.79,28.65593559154792,33.172200000000075
6,34,14.06,72.73,28.65593559154792,33.172200000000075
6,35,12.2,70.28,28.65593559154792,33.172200000000075
6,36,10.73,57.86,28.65593559154792,33.172200000000075
6,37,11.47,50.7,28.65593559154792,33.172200000000075
6,38,11.01,50.8,28.65593559154792,33.172200000000075
6,39,13.28,42.71,28.65593559154792,33.172200000000075
6,40,14.85,42.0,28.65593559154792,33.172200000000075
6,41,14.97,46.09,28.65593559154792,33.172200000000075
6,42,16.14,46.38,28.65593559154792,33.172200000000075
6,43,16.73,47.74,28.65593559154792,33.172200000000075
6,44,16.26,48.62,28.65593559154792,33.172200000000075
6,45,16.0,46.88,28.65593559154792,33.172200000000075
6,46,16.47,40.15,28.65593559154792,33.172200000000075
6,47,17.03,39.32,28.65593559154792,33.172200000000075
6,48,17.29,45.65,28.65593559154792,33.172200000000075
6,49,19.37,43.03,28.65593559154792,33.172200000000075
6,50,17.45,54.27,28.65593559154792,33.172200000000075
6,51,15.75,49.43,28.65593559154792,33.172200000000075
6,52,14.95,44.59,28.65593559154792,33.172200000000075
6,53,14.4,40.19,28.65593559154792,33.172200000000075
6,54,14.7,36.89,28.65593559154792,33.172200000000075
6,55,14.27,41.54,28.65593559154792,33.172200000000075
6,56,14.29,40.94,28.65593559154792,33.172200000000075
6,57,14.3,50.33,28.65593559154792,33.172200000000075
6,58,15.96,49.27,28.65593559154792,33.172200000000075
6,59,17.15,49.46,28.65593559154792,33.172200000000075
6,60,18.82,53.55,28.65593559154792,33.172200000000075
6,61,18.26,69.7,28.65593559154792,33.172200000000075
6,62,14.1,64.82,28.65593559154792,33.172200000000075
6,63,12.38,48.2,28.65593559154792,33.172200000000075
6,64,13.25,47.76,28.65593559154792,33.172200000000075
6,65,14.56,46.38,28.65593559154792,33.172200000000075
6,66,16.37,47.26,28.65593559154792,33.172200000000075
6,67,16.71,46.69,28.65593559154792,33.172200000000075
6,68,17.86,46.46,28.65593559154792,33.172200000000075
6,69,19.47,42.01,28.65593559154792,33.172200000000075
6,70,20.69,40.39,28.65593559154792,33.172200000000075
6,71,21.14,42.32,28.65593559154792,33.172200000000075
6,72,19.45,47.41,28.65593559154792,33.172200000000075
6,73,19.46,50.08,28.65593559154792,33.172200000000075
6,74,19.81,45.82,28.65593559154792,33.172200000000075
6,75,20.47,36.42,28.65593559154792,33.172200000000075
6,76,21.41,37.24,28.65593559154792,33.172200000000075
6,77,22.4,38.16,28.65593559154792,33.172200000000075
6,78,22.68,40.4,28.65593559154792,33.172200000000075
6,79,23.72,38.56,28.65593559154792,33.172200000000075
6,80,23.3,39.15,28.65593559154792,33.172200000000075
6,81,23.68,45.03,28.65593559154792,33.172200000000075
6,82,24.56,42.16,28.65593559154792,33.172200000000075
6,83,23.53,38.48,28.65593559154792,33.172200000000075
6,84,23.69,39.62,28.65593559154792,33.172200000000075
6,85,25.78,39.12,28.65593559154792,33.172200000000075
6,86,25.86,41.47,28.65593559154792,33.172200000000075
6,87,26.37,48.28,28.65593559154792,33.172200000000075
6,88,27.47,50.42,28.65593559154792,33.172200000000075
6,89,26.19,54.52,28.65593559154792,33.172200000000075
6,90,25.7,42.06,28.65593559154792,33.172200000000075
6,91,22.85,45.83,28.65593559154792,33.172200000000075
6,92,23.9,39.76,28.65593559154792,33.172200000000075
6,93,26.82,34.12,28.65593559154792,33.172200000000075
6,94,25.91,33.38,28.65593559154792,33.172200000000075
6,95,25.48,34.41,28.65593559154792,33.172200000000075
6,96,24.86,32.67,28.65593559154792,33.172200000000075
6,97,25.75,30.62,28.65593559154792,33.172200000000075
6,98,26.43,29.37,28.65593559154792,33.172200000000075
6,99,26.94,28.28,28.65593559154792,33.172200000000075
6,100,27.38,29.3,28.65593559154792,33.172200000000075
6,101,28.1,31.42,28.65593559154792,33.172200000000075
6,102,28.62,31.12,28.65593559154792,33.172200000000075
6,103,29.1,34.89,28.65593559154792,33.172200000000075
6,104,25.06,52.77,28.65593559154792,33.172200000000075
6,105,27.73,46.43,28.65593559154792,33.172200000000075
6,106,27.7,43.57,28.65593559154792,33.172200000000075
6,107,25.98,40.25,28.65593559154792,33.172200000000075
6,108,28.55,33.03,28.65593559154792,33.172200000000075
6,109,29.1,34.65,28.65593559154792,33.172200000000075
6,110,27.0,42.64,28.65593559154792,33.172200000000075
6,111,28.24,39.07,28.65593559154792,33.172200000000075
6,112,28.38,34.81,28.65593559154792,33.172200000000075
6,113,28.62,33.44,28.65593559154792,33.172200000000075
6,114,28.09,34.95,28.65593559154792,33.172200000000075
6,115,29.74,32.99,28.65593559154792,33.172200000000075
6,116,31.12,28.93,28.65593559154792,33.172200000000075
6,117,29.35,38.05,28.65593559154792,33.172200000000075
6,118,28.67,37.74,28.65593559154792,33.172200000000075
6,119,25.18,49.2,28.65593559154792,33.172200000000075
6,120,26.58,38.02,28.65593559154792,33.172200000000075
6,121,23.93,38.43,28.65593559154792,33.172200000000075
7,0,11.86,61.5,33.43192485680545,38.70090000000015
7,1,11.1,59.61,33.43192485680545,38.70090000000015
7,2,12.41,50.01,33.43192485680545,38.70090000000015
7,3,12.32,45.67,33.43192485680545,38.70090000000015
7,4,11.84,47.77,33.43192485680545,38.70090000000015
7,5,11.14,50.69,33.43192485680545,38.70090000000015
7,6,11.64,49.5,33.43192485680545,38.70090000000015
7,7,12.4,47.22,33.43192485680545,38.70090000000015
7,8,11.42,55.37,33.43192485680545,38.70090000000015
7,9,10.39,56.98,33.43192485680545,38.70090000000015
7,10,10.15,54.63,33.43192485680545,38.70090000000015
7,11,11.23,51.88,33.43192485680545,38.70090000000015
7,12,12.86,48.44,33.43192485680545,38.70090000000015
7,13,11.43,46.98,33.43192485680545,38.70090000000015
7,14,11.57,45.17,33.43192485680545,38.70090000000015
7,15,12.62,43.66,33.43192485680545,38.70090000000015
7,16,12.47,49.74,33.43192485680545,38.70090000000015
7,17,12.29,54.89,33.43192485680545,38.70090000000015
7,18,12.75,52.58,33.43192485680545,38.70090000000015
7,19,10.92,59.19,33.43192485680545,38.70090000000015
7,20,10.35,58.18,33.43192485680545,38.70090000000015
7,21,10.77,51.78,33.43192485680545,38.70090000000015
7,22,10.95,51.02,33.43192485680545,38.70090000000015
7,23,10.8,53.62,33.43192485680545,38.70090000000015
7,24,11.45,51.35,33.43192485680545,38.70090000000015
7,25,13.16,51.02,33.43192485680545,38.70090000000015
7,26,14.71,49.92,33.43192485680545,38.70090000000015
7,27,15.75,47.89,33.43192485680545,38.70090000000015
7,28,14.28,54.94,33.43192485680545,38.70090000000015
7,29,14.47,52.44,33.43192485680545,38.70090000000015
7,30,13.57,64.19,33.43192485680545,38.70090000000015
7,31,11.63,82.08,33.43192485680545,38.70090000000015
7,32,11.13,60.4,33.43192485680545,38.70090000000015
7,33,12.2,49.59,33.43192485680545,38.70090000000015
7,34,12.84,75.76,33.43192485680545,38.70090000000015
7,35,11.49,71.85,33.43192485680545,38.70090000000015
7,36,10.34,59.74,33.43192485680545,38.70090000000015
7,37,11.09,51.18,33.43192485680545,38.70090000000015
7,38,11.02,47.24,33.43192485680545,38.70090000000015
7,39,13.37,41.17,33.43192485680545,38.70090000000015
7,40,14.46,42.87,33.43192485680545,38.70090000000015
7,41,14.9,43.73,33.43192485680545,38.70090000000015
7,42,15.9,44.22,33.43192485680545,38.70090000000015
7,43,16.19,48.7,33.43192485680545,38.70090000000015
7,44,15.78,47.89,33.43192485680545,38.70090000000015
7,45,15.77,44.94,33.43192485680545,38.70090000000015
7,46,16.38,39.72,33.43192485680545,38.70090000000015
7,47,16.93,39.21,33.43192485680545,38.70090000000015
7,48,16.63,49.3,33.43192485680545,38.70090000000015
7,49,18.06,47.07,33.43192485680545,38.70090000000015
7,50,16.05,58.99,33.43192485680545,38.70090000000015
7,51,14.49,53.65,33.43192485680545,38.70090000000015
7,52,13.63,48.3,33.43192485680545,38.70090000000015
7,53,13.62,38.99,33.43192485680545,38.70090000000015
7,54,13.84,38.65,33.43192485680545,38.70090000000015
7,55,13.1,45.33,33.43192485680545,38.70090000000015
7,56,13.69,41.81,33.43192485680545,38.70090000000015
7,57,13.75,50.02,33.43192485680545,38.70090000000015
7,58,15.32,49.35,33.43192485680545,38.70090000000015
7,59,16.48,49.88,33.43192485680545,38.70090000000015
7,60,17.16,57.47,33.43192485680545,38.70090000000015
7,61,16.18,73.17,33.43192485680545,38.70090000000015
7,62,13.04,69.12,33.43192485680545,38.70090000000015
7,63,11.27,54.63,33.43192485680545,38.70090000000015
7,64,13.37,50.5,33.43192485680545,38.70090000000015
7,65,14.02,50.79,33.43192485680545,38.70090000000015
7,66,15.23,54.78,33.43192485680545,38.70090000000015
7,67,16.14,48.25,33.43192485680545,38.70090000000015
7,68,17.45,46.49,33.43192485680545,38.70090000000015
7,69,18.78,42.77,33.43192485680545,38.70090000000015
7,70,19.59,44.77,33.43192485680545,38.70090000000015
7,71,20.07,47.52,33.43192485680545,38.70090000000015
7,72,18.22,52.6,33.43192485680545,38.70090000000015
7,73,17.8,56.9,33.43192485680545,38.70090000000015
7,74,19.22,45.55,33.43192485680545,38.70090000000015
7,75,19.66,39.62,33.43192485680545,38.70090000000015
7,76,20.57,40.51,33.43192485680545,38.70090000000015
7,77,21.68,40.91,33.43192485680545,38.70090000000015
7,78,21.55,44.23,33.43192485680545,38.70090000000015
7,79,22.46,42.92,33.43192485680545,38.70090000000015
7,80,22.57,43.88,33.43192485680545,38.70090000000015
7,81,21.93,51.81,33.43192485680545,38.70090000000015
7,82,23.45,44.92,33.43192485680545,38.70090000000015
7,83,22.93,39.3,33.43192485680545,38.70090000000015
7,84,22.8,41.43,33.43192485680545,38.70090000000015
7,85,24.91,40.61,33.43192485680545,38.70090000000015
7,86,24.99,44.8,33.43192485680545,38.70090000000015
7,87,25.23,51.11,33.43192485680545,38.70090000000015
7,88,26.7,49.29,33.43192485680545,38.70090000000015
7,89,23.82,61.15,33.43192485680545,38.70090000000015
7,90,23.59,50.15,33.43192485680545,38.70090000000015
7,91,21.69,52.04,33.43192485680545,38.70090000000015
7,92,22.91,46.31,33.43192485680545,38.70090000000015
7,93,25.36,39.28,33.43192485680545,38.70090000000015
7,94,24.13,39.26,33.43192485680545,38.70090000000015
7,95,24.3,38.71,33.43192485680545,38.70090000000015
7,96,23.71,36.78,33.43192485680545,38.70090000000015
7,97,24.61,35.33,33.43192485680545,38.70090000000015
7,98,24.96,34.35,33.43192485680545,38.70090000000015
7,99,25.44,32.99,33.43192485680545,38.70090000000015
7,100,26.01,34.01,33.43192485680545,38.70090000000015
7,101,26.41,36.65,33.43192485680545,38.70090000000015
7,102,27.14,34.89,33.43192485680545,38.70090000000015
7,103,27.71,38.78,33.43192485680545,38.70090000000015
7,104,23.62,58.84,33.43192485680545,38.70090000000015
7,105,25.65,53.95,33.43192485680545,38.70090000000015
7,106,25.57,51.1,33.43192485680545,38.70090000000015
7,107,24.82,42.64,33.43192485680545,38.70090000000015
7,108,27.1,36.05,33.43192485680545,38.70090000000015
7,109,27.77,38.18,33.43192485680545,38.70090000000015
7,110,25.99,44.36,33.43192485680545,38.70090000000015
7,111,27.17,42.93,33.43192485680545,38.70090000000015
7,112,27.09,38.85,33.43192485680545,38.70090000000015
7,113,27.1,36.66,33.43192485680545,38.70090000000015
7,114,26.36,39.34,33.43192485680545,38.70090000000015
7,115,28.15,36.8,33.43192485680545,38.70090000000015
7,116,29.28,33.21,33.43192485680545,38.70090000000015
7,117,26.43,45.53,33.43192485680545,38.70090000000015
7,118,26.9,40.06,33.43192485680545,38.70090000000015
7,119,22.41,57.52,33.43192485680545,38.70090000000015
7,120,24.52,42.8,33.43192485680545,38.70090000000015
7,121,22.74,43.98,33.43192485680545,38.70090000000015
8,0,11.86,61.5,38.20791412206299,44.22960000000023
8,1,11.1,59.61,38.20791412206299,44.22960000000023
8,2,12.41,50.01,38.20791412206299,44.22960000000023
8,3,12.32,45.67,38.20791412206299,44.22960000000023
8,4,11.84,47.77,38.20791412206299,44.22960000000023
8,5,11.14,50.69,38.20791412206299,44.22960000000023
8,6,11.64,49.5,38.20791412206299,44.22960000000023
8,7,12.4,47.22,38.20791412206299,44.22960000000023
8,8,11.42,55.37,38.20791412206299,44.22960000000023
8,9,10.39,56.98,38.20791412206299,44.22960000000023
8,10,10.15,54.63,38.20791412206299,44.22960000000023
8,11,11.23,51.88,38.20791412206299,44.22960000000023
8,12,12.86,48.44,38.20791412206299,44.22960000000023
8,13,11.43,46.98,38.20791412206299,44.22960000000023
8,14,11.57,45.17,38.20791412206299,44.22960000000023
8,15,12.62,43.66,38.20791412206299,44.22960000000023
8,16,12.47,49.74,38.20791412206299,44.22960000000023
8,17,12.29,54.89,38.20791412206299,44.22960000000023
8,18,12.75,52.58,38.20791412206299,44.22960000000023
8,19,10.92,59.19,38.20791412206299,44.22960000000023
8,20,10.35,58.18,38.20791412206299,44.22960000000023
8,21,10.77,51.78,38.20791412206299,44.22960000000023
8,22,10.95,51.02,38.20791412206299,44.22960000000023
8,23,10.8,53.62,38.20791412206299,44.22960000000023
8,24,11.45,51.35,38.20791412206299,44.22960000000023
8,25,13.16,51.02,38.20791412206299,44.22960000000023
8,26,14.71,49.92,38.20791412206299,44.22960000000023
8,27,15.75,47.89,38.20791412206299,44.22960000000023
8,28,14.28,54.94,38.20791412206299,44.22960000000023
8,29,14.47,52.44,38.20791412206299,44.22960000000023
8,30,13.57,64.19,38.20791412206299,44.22960000000023
8,31,11.63,82.08,38.20791412206299,44.22960000000023
8,32,11.13,60.4,38.20791412206299,44.22960000000023
8,33,12.2,49.59,38.20791412206299,44.22960000000023
8,34,12.84,75.76,38.20791412206299,44.22960000000023
8,35,11.49,71.85,38.20791412206299,44.22960000000023
8,36,10.34,59.74,38.20791412206299,44.22960000000023
8,37,11.09,51.18,38.20791412206299,44.22960000000023
8,38,11.02,47.24,38.20791412206299,44.22960000000023
8,39,13.37,41.17,38.20791412206299,44.22960000000023
8,40,14.46,42.87,38.20791412206299,44.22960000000023
8,41,14.9,43.73,38.20791412206299,44.22960000000023
8,42,15.9,44.22,38.20791412206299,44.22960000000023
8,43,16.19,48.7,38.20791412206299,44.22960000000023
8,44,15.78,47.89,38.20791412206299,44.22960000000023
8,45,15.77,44.94,38.20791412206299,44.22960000000023
8,46,16.38,39.72,38.20791412206299,44.22960000000023
8,47,16.93,39.21,38.20791412206299,44.22960000000023
8,48,16.63,49.3,38.20791412206299,44.22960000000023
8,49,18.06,47.07,38.20791412206299,44.22960000000023
8,50,16.05,58.99,38.20791412206299,44.22960000000023
8,51,14.49,53.65,38.20791412206299,44.22960000000023
8,52,13.63,48.3,38.20791412206299,44.22960000000023
8,53,13.62,38.99,38.20791412206299,44.22960000000023
8,54,13.84,38.65,38.20791412206299,44.22960000000023
8,55,13.1,45.33,38.20791412206299,44.22960000000023
8,56,13.69,41.81,38.20791412206299,44.22960000000023
8,57,13.75,50.02,38.20791412206299,44.22960000000023
8,58,15.32,49.35,38.20791412206299,44.22960000000023
8,59,16.48,49.88,38.20791412206299,44.22960000000023
8,60,17.16,57.47,38.20791412206299,44.22960000000023
8,61,16.18,73.17,38.20791412206299,44.22960000000023
8,62,13.04,69.12,38.20791412206299,44.22960000000023
8,63,11.27,54.63,38.20791412206299,44.22960000000023
8,64,13.37,50.5,38.20791412206299,44.22960000000023
8,65,14.02,50.79,38.20791412206299,44.22960000000023
8,66,15.23,54.78,38.20791412206299,44.22960000000023
